-------------------------------------------------------------------
  Nuclide     Energy   Intensity  Decay   Half-life   Effective    
 91-Pa-232     150.06     10.43   B-      1.31     D     6.39E-07  
 89-Ac-225     150.1       0.6    Alpha   10.0     D     4.81E-09  
 38-Sr-102     150.15     18.02   B-      69      MS     1.81E+00  
 43-Tc-111     150.2      31.34   B-      290     MS     7.49E-01  
 58-Ce-135     150.3      21.7    IT      20       S     7.52E-03  
 70-Yb-177     150.3      20.47   B-      1.911    H     2.06E-05  
 60-Nd-156     150.4     100.     B-      5.49     S     1.26E-01  
 44-Ru-108     150.46      7.84   B-      4.55     M     1.99E-04  
 71-Lu-159     150.51   *100.     EC      12.1     S   * 5.73E-02  
 10-Ne- 30     150.6      78.     B-      7.3     MS     7.41E+01  
 51-Sb-132     150.67     66.     B-      4.10     M     1.86E-03  
 49-In-111     150.81  ~ 3.E-03   EC      2.8047   D  ~       N/A  
 48-Cd-111     150.82     29.14   IT      48.54    M     6.94E-05  
100-Fm-254     151.      1.E-03   Alpha   3.240    H          N/A  
 10-Ne- 26     151.1       --     B-      197     MS          N/A  
 91-Pa-227     151.1    *  5.7    EC      38.3     M   * 1.72E-05  
 36-Kr- 85     151.18    2.E-06   B-      10.756   Y          N/A  
 38-Sr- 85     151.18    1.E-03   EC      64.84    D          N/A  
 36-Kr- 85     151.19     74.98   B-      4.480    H     3.22E-05  
 38-Sr- 85     151.19     12.86   EC      67.63    M     2.20E-05  
 82-Pb-190     151.19      8.96   EC      71       S     8.75E-04  
 36-Kr- 73     151.2       5.31   EC      27.3     S     1.35E-03  
 83-Bi-194     151.3       --     Alpha   95       S          N/A  
 51-Sb-107     151.5      14.08   EC      4.0      S     2.44E-02  
 69-Tm-152     151.5      60.48   IT      294     NS     1.43E+06  
 46-Pd-118     151.6      13.86   B-      1.9      S     5.06E-02  
 60-Nd-154     151.70     13.     B-      25.9     S     3.48E-03  
 39-Y -102     151.73   * 79.     B-      0.36     S   * 1.52E+00  
 39-Y -102     151.73   *100.     B-      0.298    S   * 2.33E+00  
 90-Th-223     152.0       3.7    Alpha   0.60     S     4.27E-02  
 81-Tl-197     152.22      7.28   EC      2.84     H     4.94E-06  
 74-W -181     152.32      0.08   EC      121.2    D     5.30E-11  
 97-Bk-241     152.4    *  6.     EC      4.6      M   * 1.51E-04  
 39-Y - 79     152.5      14.     EC      14.8     S     6.56E-03  
 96-Cm-244     152.63    1.E-03   Alpha   18.11    Y          N/A  
 94-Pu-238     152.72    9.E-04   Alpha   87.7     Y          N/A  
 99-Es-251     152.8       0.53   EC      33       H     3.09E-08  
 24-Cr- 49     152.93     30.32   B+      42.3     M     8.28E-05  
 31-Ga- 65     153.0       8.86   EC      15.2     M     6.73E-05  
 91-Pa-224     153.0       1.07   Alpha   0.79     S     9.39E-03  
 97-Bk-251     153.        2.     B-      55.6     M     4.16E-06  
 36-Kr- 75     153.2       8.04   EC      4.29     M     2.17E-04  
 79-Au-174     153.2       --     Alpha   162.9   MS          N/A  
 72-Hf-164     153.3    *100.     EC      111      S   * 6.24E-03  
 79-Au-180     153.3    * 98.2    EC      8.1      S   * 8.40E-02  
 74-W -169     153.4    * 79.     EC      74       S   * 7.40E-03  
 95-Am-246     153.5      30.72   B-      39       M     9.10E-05  
 38-Sr- 81     153.54     33.77   EC      22.3     M     1.75E-04  
 52-Te-119     153.59     66.1    EC      4.70     D     1.13E-06  
 57-La-123     153.6    *100.     EC      17       S   * 4.08E-02  
 64-Gd-151     153.60      6.2    EC      123.9    D     4.01E-09  
 66-Dy-165     153.80      0.24   B-      1.257    M     2.21E-05  
 80-Hg-183     153.8       --     Alpha   9.4      S          N/A  
 95-Am-244     153.86     16.4    B-      10.1     H     3.13E-06  
 55-Cs-121     153.9      15.02   EC      155      S     6.72E-04  
 23-V - 62     154.        --     B-      33.5    MS          N/A  
 88-Ra-223     154.21      5.7    Alpha   11.43    D     4.00E-08  
 92-U -230     154.23      0.12   Alpha   20.8     D     4.63E-10  
 51-Sb-111     154.48     67.32   EC      75       S     6.22E-03  
 36-Kr- 75     154.5      20.77   EC      4.29     M     5.59E-04  
 98-Cf-252     154.5     5.E-04   Alpha   2.645    Y          N/A  
 64-Gd-146     154.57     46.6    EC      48.27    D     7.74E-08  
 80-Hg-190     154.7       2.52   EC      20.0     M     1.46E-05  
 79-Au-182     154.9      45.94   EC      15.5     S     2.05E-02  
 79-Au-190     155.        --     IT      125     MS          N/A  
 75-Re-188     155.04     15.61   B-      17.0040  H     1.77E-06  
 77-Ir-188     155.05     29.69   EC      41.5     H     1.38E-06  
 77-Ir-192     155.16      --     IT      241      Y          N/A  
 62-Sm-139     155.3      36.73   IT      10.7     S     2.38E-02  
 63-Eu-139     155.3      30.6    EC      17.9     S     1.18E-02  
 58-Ce-132     155.37     10.53   EC      3.51     H     5.78E-06  
 27-Co- 63     155.6       1.6    B-      27.4     S     4.05E-04  
 86-Rn-228     155.68   * 21.     B-      65       S   * 2.24E-03  
 30-Zn- 75     155.94     17.2    B-      10.2     S     1.17E-02  
 50-Sn-117     156.02      2.11   IT      13.60    D     1.24E-08  
 72-Hf-182     156.09      7.     B-      8.90E+6  Y     1.73E-16  
 49-In-112     156.4       --     IT      2.81    US          N/A  
 49-In-112     156.4      13.2    IT      20.56    M     7.42E-05  
 80-Hg-184     156.5      34.3    EC      30.87    S     7.70E-03  
 56-Ba-144     156.60     15.01   B-      11.5     S     9.05E-03  
 75-Re-170     156.67     54.1    EC      9.2      S     4.08E-02  
 89-Ac-224     156.82      0.74   Alpha   2.78     H     5.13E-07  
 47-Ag-117     157.1       7.89   B-      72.8     S     7.51E-04  
 80-Hg-192     157.2       6.97   EC      4.85     H     2.77E-06  
 60-Nd-156     157.3      78.     B-      5.49     S     9.85E-02  
 45-Rh-101     157.41      0.24   IT      4.34     D     4.44E-09  
 96-Cm-242     157.42    1.E-03   Alpha   162.94   D          N/A  
 74-W -190     157.6      39.     B-      30.0     M     1.50E-04  
 89-Ac-226     158.05     17.48   B-      29.37    H     1.15E-06  
 46-Pd-120     158.1     100.     B-      0.5      S     1.39E+00  
 80-Hg-199     158.3      52.3    IT      42.67    M     1.42E-04  
 83-Bi-196     158.3       --     IT      240      S          N/A  
 85-At-200     158.3       --     Alpha   3.5      S          N/A  
 85-At-200     158.3       --     Alpha   47       S          N/A  
 93-Np-236     158.35      4.23   B-      153E+3   Y     6.07E-15  
 28-Ni- 56     158.38     98.8    EC      6.075    D     1.30E-06  
 79-Au-199     158.38     40.     B-      3.139    D     1.02E-06  
 57-La-148     158.47     55.6    B-      1.26     S     3.06E-01  
 77-Ir-174     158.5    *909.     EC      --           *      N/A  
 50-Sn-117     158.56     86.4    IT      13.60    D     5.10E-07  
 51-Sb-117     158.56     85.9    EC      2.80     H     5.91E-05  
 49-In-117     158.6      15.87   B-      116.2    M     1.58E-05  
 49-In-117     158.6      87.     B-      43.2     M     2.33E-04  
 73-Ta-166     158.64     54.1    EC      34.4     S     1.09E-02  
 39-Y - 99     158.7      54.81   IT      8.6     US     4.42E+04  
 80-Hg-181     158.7       --     Alpha   3.54     S          N/A  
 69-Tm-149     158.8    *175.     EC      0.9      S   * 1.35E+00  
 94-Pu-242     158.80    3.E-04   Alpha   3.735E5  Y          N/A  
 61-Pm-130     158.9      70.     EC      2.6      S     1.87E-01  
 53-I -123     158.97     83.3    EC      13.2234  H     1.21E-05  
 52-Te-123     159.00     84.04   IT      119.2    D     5.66E-08  
" 62-Sm-131     159.        --     EC,P    1.2      S          N/A  "
 35-Br- 88     159.1      95.9    IT      5.3     US     1.25E+05  
 93-Np-242     159.1      18.88   B-      5.5      M     3.97E-04  
 34-Se- 88     159.2      17.82   B-      1.53     S     8.07E-02  
 21-Sc- 47     159.38     68.3    B-      3.3492   D     1.64E-06  
 41-Nb-100     159.5       8.8    B-      1.5      S     4.07E-02  
 65-Tb-152     159.59     16.52   IT      4.2      M     4.54E-04  
 32-Ge- 77     159.7      10.33   IT      52.9     S     1.35E-03  
 23-V - 47     159.8       0.11   B+      32.6     M     3.90E-07  
 80-Hg-183     159.9    * 74.5    EC      8.8      S   * 5.87E-02  
 59-Pr-127     160.        --     B+      4.2      S          N/A  
 38-Sr- 77     160.10      9.21   EC      9.0      S     7.09E-03  
 70-Yb-158     160.3       1.13   EC      1.49     M     8.76E-05  
 87-Fr-216     160.3       --     Alpha   0.70    US          N/A  
 87-Fr-216     160.3    *  0.5    Alpha   71      NS   * 4.88E+04  
 94-Pu-240     160.31    4.E-04   Alpha   6561     Y          N/A  
 50-Sn-123     160.32     85.7    B-      40.06    M     2.47E-04  
 50-Sn-123     160.33    2.E-03   B-      129.2    D          N/A  
 93-Np-236     160.33     31.33   EC      153E+3   Y     4.50E-14  
 89-Ac-227     160.49    5.E-03   Alpha   21.772   Y          N/A  
 54-Xe-133     160.61      0.07   B-      5.243    D     1.07E-09  
 61-Pm-157     160.61     25.     B-      10.56    S     1.64E-02  
 72-Hf-179     160.70      2.88   IT      18.67    S     1.07E-03  
 87-Fr-220     160.73      0.38   Alpha   27.4     S     9.61E-05  
 34-Se- 68     160.8      29.09   B+      35.5     S     5.68E-03  
 88-Ra-213     160.87     43.72   IT      2.15    MS     1.41E+02  
 84-Po-205     160.9       --     IT      57.4    MS          N/A  
 80-Hg-185     161.        --     Alpha   21.6     S          N/A  
 88-Ra-229     161.1       --     B-      4.0      M          N/A  
 39-Y - 97     161.2      72.49   B-      1.17     S     4.29E-01  
 79-Au-183     161.2       9.41   EC      42.0     S     1.55E-03  
 81-Tl-187     161.5    *  7.9    EC      --           *      N/A  
 54-Xe-114     161.6    * 27.     B+      10.0     S   * 1.87E-02  
 67-Ho-153     161.8    * 90.84   EC      9.3      M   * 1.13E-03  
 76-Os-170     161.8    * 31.99   EC      7.46     S   * 2.97E-02  
 58-Ce-131     161.98      --     IT      88      NS          N/A  
 59-Pr-131     161.98   *  6.84   EC      5.71     S   * 8.30E-03  
 34-Se- 77     162.0      53.2    IT      17.36    S     2.12E-02  
 74-W -190     162.1      11.     B-      30.0     M     4.24E-05  
 77-Ir-172     162.1    * 10.12   Alpha   2.19     S   * 3.20E-02  
 86-Rn-227     162.17   *433.     B-      20.8     S   * 1.44E-01  
 58-Ce-134     162.31      0.23   EC      3.16     D     5.84E-09  
 75-Re-183     162.33     23.3    EC      70.0     D     2.67E-08  
 49-In-116     162.39     37.2    IT      2.18     S     1.18E-01  
 59-Pr-154     162.4      15.2    B-      2.3      S     4.58E-02  
 51-Sb-133     162.5      70.     IT      16.0    US     3.03E+04  
 56-Ba-140     162.66      6.22   B-      12.7527  D     3.91E-08  
 36-Kr- 72     162.7       9.42   EC      17.1     S     3.82E-03  
 73-Ta-165     162.8       --     EC      31.0     S          N/A  
 93-Np-244     162.9      34.     B-      2.29     M     1.72E-03  
 96-Cm-248     162.9       --     Alpha   3.48E+5  Y          N/A  
 59-Pr-127     163.        --     B+      4.2      S          N/A  
" 64-Gd-135     163.        --     EC,P    1.1      S          N/A  "
 79-Au-184     163.0    *100.     EC      --           *      N/A  
 71-Lu-163     163.08   *100.     EC      3.97     M   * 2.91E-03  
 60-Nd-134     163.2      59.     EC      8.5      M     8.02E-04  
 92-U -235     163.33      5.08   Alpha   703.8E+6 Y     1.59E-18  
 70-Yb-162     163.35     40.     EC      18.87    M     2.45E-04  
 47-Ag- 99     163.6      36.26   IT      10.5     S     2.39E-02  
 62-Sm-137     163.7    * 85.     EC      45       S   * 1.31E-02  
 63-Eu-161     163.7       --     B-      26       S          N/A  
 47-Ag- 95     163.8      86.92   IT      40      MS     1.51E+01  
 47-Ag- 95     163.8      91.16   IT      16      MS     3.95E+01  
 40-Zr-103     163.9    * 94.     B-      1.3      S   * 5.01E-01  
 56-Ba-136     163.92     31.25   IT      0.3084   S     7.02E-01  
 54-Xe-131     163.93      1.95   IT      11.84    D     1.32E-08  
 83-Bi-189     164.        --     Alpha   674     MS          N/A  
 85-At-202     164.        --     Alpha   184      S          N/A  
 59-Pr-152     164.1      41.8    B-      3.63     S     7.98E-02  
 60-Nd-131     164.2      16.9    EC      26.0     S     4.51E-03  
 60-Nd-133     164.2      21.7    EC      70       S     2.15E-03  
 43-Tc-113     164.3      27.     B-      160     MS     1.17E+00  
 72-Hf-185     164.5       --     B-      3.5      M          N/A  
 89-Ac-229     164.52      2.7    B-      62.7     M     4.97E-06  
 72-Hf-170     164.71     26.29   EC      16.01    H     3.16E-06  
 71-Lu-174     164.88   *  4.9    IT      145     NS   * 2.34E+05  
 44-Ru-108     164.95     28.     B-      4.55     M     7.11E-04  
 80-Hg-197     164.97      0.26   IT      23.8     H     2.10E-08  
 65-Tb-149     164.98     26.36   EC      4.118    H     1.23E-05  
 65-Tb-149     165.0       7.27   EC      4.16     M     2.02E-04  
 78-Pt-204     165.        --     B-      10.3     S          N/A  
 59-Pr-149     165.08      9.9    B-      2.26     M     5.06E-04  
 97-Bk-245     165.5     8.E-03   Alpha   4.94     D          N/A  
 84-Po-202     165.77      8.34   EC      44.6     M     2.16E-05  
 62-Sm-156     165.8      12.74   B-      9.4      H     2.61E-06  
 56-Ba-139     165.86     23.72   B-      83.06    M     3.30E-05  
 58-Ce-139     165.86  ?  79.9    EC      137.641  D  ?  4.66E-08  
 67-Ho-159     166.0       5.19   IT      8.30     S     4.33E-03  
 94-Pu-236     166.09    7.E-04   Alpha   2.858    Y          N/A  
 28-Ni- 73     166.1      58.     B-      0.84     S     4.79E-01  
 28-Ni- 74     166.1       --     B-      0.68     S          N/A  
 44-Ru-110     166.1       0.65   B-      11.6     S     3.88E-04  
 70-Yb-159     166.16   *100.     EC      1.67     M   * 6.92E-03  
 79-Au-189     166.40     59.     EC      4.59     M     1.48E-03  
 60-Nd-134     166.5      90.     IT      410     US     1.52E+03  
 80-Hg-189     166.5    * 70.     EC      7.6      M   * 1.06E-03  
 74-W -175     166.7       8.5    EC      35.2     M     2.79E-05  
 71-Lu-162     166.71   *100.     EC      --           *      N/A  
 85-At-210     167.      3.E-03   Alpha   8.1      H          N/A  
 32-Ge- 67     167.01     84.28   EC      18.9     M     5.15E-04  
 37-Rb- 97     167.1      26.3    B-      169.1   MS     1.08E+00  
" 37-Rb- 98     167.2       3.45   B-,N    114     MS     2.10E-01  "
 56-Ba-147     167.4      15.3    B-      0.894    S     1.19E-01  
 81-Tl-201     167.43     10.     EC      3.0421   D     2.64E-07  
 82-Pb-192     167.5      14.21   EC      3.5      M     4.69E-04  
 61-Pm-151     167.75      8.33   B-      28.40    H     5.65E-07  
 76-Os-183     167.84      8.81   EC      13.0     H     1.30E-06  
 86-Rn-211     167.90      0.07   Alpha   14.6     H     9.23E-09  
 52-Te-107     168.        --     Alpha   3.1     MS          N/A  
 95-Am-234     168.        --     EC      2.32     M          N/A  
 71-Lu-183     168.1       7.5    B-      58       S     8.96E-04  
 55-Cs-125     168.3    * 75.     IT      0.90    MS   * 5.78E+02  
 79-Au-196     168.37      7.83   IT      9.6      H     1.57E-06  
 79-Au-176     168.4       --     Alpha   1.08     S          N/A  
 39-Y - 93     168.50     51.28   IT      0.82     S     4.33E-01  
 46-Pd-117     168.6      59.2    IT      19.1    MS     2.15E+01  
 26-Fe- 52     168.69     99.18   EC      8.275    H     2.31E-05  
 81-Tl-185     168.8       --     IT      1.93     S          N/A  
 65-Tb-164     168.86     25.2    B-      3.0      M     9.70E-04  
 45-Rh- 95     169.0       --     IT      18.8    NS          N/A  
 58-Ce-137     169.26      0.45   EC      34.4     H     2.52E-08  
 57-La-131     169.4      81.     IT      170     US     3.30E+03  
 58-Ce-131     169.42   *100.     EC      10.3     M   * 1.12E-03  
 56-Ba-124     169.5      21.67   EC      11.0     M     2.28E-04  
 59-Pr-126     169.59     73.     EC      3.14     S     1.61E-01  
 55-Cs-119     169.8    * 52.     EC      30.4     S   * 1.19E-02  
 87-Fr-219     169.9       0.1    Alpha   20      MS     3.47E-02  
 79-Au-178     170.4    * 60.     EC      2.6      S   * 1.60E-01  
 42-Mo- 88     170.5    *100.     EC      8.0      M   * 1.44E-03  
 11-Na- 31     170.6       5.3    B-      17.0    MS     2.16E+00  
 12-Mg- 27     170.69      0.8    B-      9.458    M     9.77E-06  
 80-Hg-182     170.7    *  5.47   Alpha   10.83    S   * 3.50E-03  
 76-Os-183     170.71      0.07   IT      9.9      H     1.36E-08  
 79-Au-194     170.78     27.27   IT      420     MS     4.50E-01  
" 11-Na- 32     170.9       9.7    B-,N    13.2    MS     5.09E+00  "
 65-Tb-158     171.07     49.     IT      0.40    MS     8.49E+02  
 92-U -236     171.15    6.E-05   Alpha   2.342E7  Y          N/A  
